0	10.500000	8.206319e-04
0	10.500000	8.206319e-04
10000	10.500000	5.902093e-04
20000	10.500000	5.895755e-04
30000	10.500000	5.895749e-04
40000	10.500000	5.896887e-04
50000	10.499999	5.895466e-04
60000	10.500000	5.895202e-04
70000	10.500000	5.895536e-04
80000	10.500000	5.895559e-04
90000	10.499999	5.895570e-04
100000	10.500000	5.895548e-04
110000	10.500000	5.896301e-04
120000	10.500000	5.896549e-04
130000	10.500000	5.895597e-04
140000	10.500000	5.895632e-04
150000	10.500000	5.895679e-04
160000	10.500001	5.895690e-04
170000	10.500000	5.895740e-04
180000	10.500000	5.895761e-04
190000	10.500000	5.895768e-04
200000	10.500001	5.895753e-04
210000	10.500000	5.895796e-04
220000	10.500000	5.895822e-04
230000	10.500000	5.895827e-04
240000	10.500000	5.895829e-04
250000	10.500000	5.895838e-04
260000	10.500000	5.895782e-04
270000	10.500000	5.895796e-04
280000	10.500000	5.895808e-04
290000	10.500000	5.895814e-04
300000	10.500000	5.895845e-04
310000	10.500000	5.895864e-04
320000	10.500000	5.895887e-04
330000	10.500000	5.895946e-04
340000	10.500000	5.895951e-04
350000	10.500000	5.895970e-04
360000	10.500000	5.895967e-04
370000	10.500000	5.895960e-04
380000	10.500000	5.895976e-04
390000	10.500000	5.895959e-04
400000	10.500000	5.895965e-04
410000	10.500000	5.895954e-04
420000	10.500000	5.895937e-04
430000	10.500000	5.895932e-04
440000	10.500000	5.895910e-04
450000	10.500000	5.895911e-04
460000	10.500000	5.895893e-04
470000	10.500000	5.895887e-04
480000	10.500000	5.895862e-04
490000	10.500000	5.895873e-04
500000	10.500000	5.895861e-04
510000	10.500000	5.895870e-04
520000	10.500000	5.895864e-04
530000	10.500000	5.895848e-04
540000	10.500000	5.895860e-04
550000	10.500000	5.895839e-04
560000	10.500000	5.895848e-04
570000	10.500000	5.895864e-04
580000	10.500000	5.895850e-04
590000	10.500000	5.895852e-04
600000	10.500000	5.895845e-04
610000	10.500000	5.895839e-04
620000	10.500000	5.895841e-04
630000	10.500000	5.895846e-04
640000	10.500000	5.895835e-04
650000	10.500000	5.895843e-04
660000	10.500000	5.895830e-04
670000	10.500000	5.895821e-04
680000	10.500000	5.895827e-04
690000	10.500000	5.895839e-04
700000	10.500000	5.895828e-04
710000	10.500000	5.895827e-04
720000	10.500000	5.896023e-04
730000	10.500000	5.896008e-04
740000	10.500000	5.895982e-04
750000	10.500000	5.895934e-04
760000	10.500000	5.895927e-04
770000	10.500000	5.895933e-04
780000	10.500000	5.895934e-04
790000	10.500000	5.895927e-04
800000	10.500000	5.895932e-04
810000	10.500000	5.895926e-04
820000	10.500000	5.895924e-04
830000	10.500000	5.895937e-04
840000	10.500000	5.895947e-04
850000	10.500000	5.895954e-04
860000	10.500000	5.895948e-04
870000	10.500000	5.895957e-04
880000	10.500000	5.895969e-04
890000	10.500000	5.895957e-04
900000	10.500000	5.895942e-04
910000	10.500000	5.895940e-04
920000	10.500000	5.895926e-04
930000	10.500000	5.895926e-04
940000	10.500000	5.895920e-04
950000	10.500000	5.895916e-04
960000	10.500000	5.895919e-04
970000	10.500000	5.895921e-04
980000	10.500000	5.895924e-04
990000	10.500000	5.895923e-04
1000000	10.500000	5.895915e-04
